,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AvgScore
305,male,group A,some college,standard,none,NotStated,sometimes,yes,7,private,< 10,69,67,69,68.33333333
306,male,group E,some college,standard,completed,divorced,regularly,yes,5,private,< 10,100,88,83,90.33333333
307,male,group C,some high school,standard,none,single,regularly,no,2,Others,< 10,52,52,45,49.66666667
308,female,group B,associate's degree,free/reduced,none,married,regularly,no,3,private,> 10,56,73,70,66.33333333
309,female,group D,high school,free/reduced,NotStated,single,regularly,yes,5,Others,< 5,48,56,52,52
310,female,group B,associate's degree,standard,none,married,sometimes,no,2,school_bus,< 10,73,76,80,76.33333333
311,male,group B,bachelor's degree,standard,none,married,never,yes,3,school_bus,< 5,62,58,54,58
312,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,0,private,NotStated,67,61,68,65.33333333
313,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2,private,> 10,70,68,70,69.33333333
315,male,group C,high school,standard,none,married,regularly,no,3,private,< 10,73,66,66,68.33333333
316,female,group D,master's degree,standard,completed,widowed,never,yes,3,private,< 10,74,80,88,80.66666667
317,male,group C,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 10,83,72,78,77.66666667
318,male,group B,bachelor's degree,standard,none,married,sometimes,yes,NotStated,private,< 5,61,69,67,65.66666667
319,female,group D,associate's degree,free/reduced,none,single,regularly,no,1,school_bus,< 5,55,64,63,60.66666667
320,female,group C,high school,free/reduced,NotStated,divorced,sometimes,yes,2,Others,< 5,64,77,82,74.33333333
321,female,group E,high school,standard,none,married,never,no,3,private,> 10,74,85,78,79
322,female,group C,some college,standard,none,married,regularly,yes,2,private,< 5,70,80,80,76.66666667
323,female,group C,some high school,free/reduced,none,married,sometimes,yes,5,private,< 10,40,52,51,47.66666667
324,female,group C,high school,free/reduced,none,divorced,sometimes,no,1,Others,< 5,39,45,42,42
325,female,group C,some college,standard,none,single,sometimes,yes,3,school_bus,< 10,82,90,94,88.66666667
326,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,< 10,61,61,62,61.33333333
327,male,group A,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,29,23,19,23.66666667
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,< 10,82,75,77,78
329,female,group B,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,39,54,49,47.33333333
330,male,group C,high school,standard,none,single,regularly,yes,NotStated,school_bus,< 5,70,59,61,63.33333333
331,male,group C,associate's degree,standard,none,NotStated,sometimes,no,3,private,< 5,45,36,34,38.33333333
332,male,group E,associate's degree,standard,completed,married,never,no,3,school_bus,> 10,61,55,52,56
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,< 10,90,78,81,83
334,female,group C,bachelor's degree,standard,none,NotStated,sometimes,yes,1,Others,NotStated,83,93,95,90.33333333
335,female,group B,some college,free/reduced,none,married,regularly,yes,2,Others,< 10,62,69,67,66
336,male,group D,some high school,standard,completed,married,regularly,no,NotStated,private,< 10,78,71,70,73
337,male,group C,associate's degree,standard,none,single,regularly,yes,2,Others,< 10,50,51,44,48.33333333
338,female,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,23,37,26,28.66666667
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 10,35,55,60,50
340,male,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,61,62,54,59
341,female,group C,Others,standard,none,married,regularly,yes,0,Others,< 10,62,74,64,66.66666667
342,female,group B,Others,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,74,72,70.66666667
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,64,70,65,66.33333333
344,male,group D,some college,standard,none,NotStated,regularly,yes,2,school_bus,< 5,78,72,67,72.33333333
345,female,group C,high school,standard,none,married,sometimes,yes,4,private,< 10,72,80,75,75.66666667
346,male,group B,Others,standard,none,married,sometimes,no,2,school_bus,< 10,62,61,57,60
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,Others,< 5,76,93,95,88
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,92,76,79,82.33333333
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,< 10,52,65,69,62
351,male,group E,some college,standard,none,married,NotStated,no,4,school_bus,> 10,67,57,53,59
352,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78,71.66666667
353,female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,45,57,57,53
354,female,group C,some college,standard,none,married,never,yes,2,Others,< 5,55,68,66,63
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3,school_bus,> 10,64,74,73,70.33333333
356,male,group A,Others,standard,none,married,sometimes,no,2,private,< 10,63,61,61,61.66666667
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,40,65,67,57.33333333
359,female,group D,some college,standard,none,divorced,sometimes,no,1,private,< 5,77,88,87,84
360,female,group B,high school,standard,none,married,never,yes,1,school_bus,< 10,56,61,57,58
361,male,group B,some high school,standard,completed,single,regularly,yes,3,private,< 10,87,85,79,83.66666667
362,female,group C,some college,standard,none,single,regularly,no,2,private,< 10,53,58,59,56.66666667
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,26,33,31,30
364,male,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,< 10,60,60,59,59.66666667
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,51,59,62,57.33333333
366,male,group C,high school,standard,completed,married,sometimes,yes,2,Others,< 10,69,58,53,60
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,NotStated,3,private,> 10,64,67,63,64.66666667
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2,private,< 10,44,64,58,55.33333333
369,female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,< 10,71,83,84,79.33333333
370,male,group E,some college,standard,none,married,regularly,yes,3,private,< 10,86,78,72,78.66666667
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,< 10,45,73,70,62.66666667
372,male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,76,75,73,74.66666667
373,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,84,98,97,93
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,Others,> 10,60,71,74,68.33333333
376,female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,82,91,83,85.33333333
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,NotStated,private,< 10,85,95,100,93.33333333
378,female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,73,84,78,78.33333333
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,< 10,67,64,63,64.66666667
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,< 10,80,86,83,83
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,84,98,93,91.66666667
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,Others,< 10,79,82,73,78
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,40,50,47,45.66666667
384,female,group A,some high school,free/reduced,none,divorced,never,no,5,private,< 10,35,41,40,38.66666667
385,female,group E,some college,standard,none,divorced,regularly,yes,2,private,< 10,69,77,76,74
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,62,71,68,67
387,female,group C,Others,free/reduced,none,widowed,regularly,yes,4,school_bus,< 10,58,79,68,68.33333333
388,female,group D,high school,standard,none,single,sometimes,yes,3,private,< 10,62,64,64,63.33333333
389,male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,71,70,75,72
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,< 10,75,68,60,67.66666667
391,female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,74,66,75,71.66666667
392,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,78,68,68,71.33333333
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,60,55,58,57.66666667
394,female,group C,some high school,standard,completed,single,sometimes,no,NotStated,school_bus,< 10,65,74,77,72
396,female,group B,high school,free/reduced,none,married,never,no,5,school_bus,< 10,48,65,61,58
398,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,73,62,57,64
399,male,group D,some high school,standard,none,single,never,no,4,private,< 5,56,57,51,54.66666667
400,female,group C,some high school,standard,completed,married,regularly,yes,3,private,< 10,60,54,68,60.66666667
401,male,group A,some college,standard,NotStated,married,sometimes,no,1,school_bus,NotStated,53,43,43,46.33333333
402,female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,51,66,57,58
403,female,group D,high school,standard,completed,single,sometimes,yes,4,private,< 10,88,99,100,95.66666667
404,female,group C,high school,standard,none,single,regularly,yes,0,school_bus,< 10,55,59,63,59
405,female,group C,some high school,standard,none,married,regularly,yes,NotStated,Others,< 5,62,72,68,67.33333333
406,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,68,66,65,66.33333333
407,female,group B,associate's degree,standard,NotStated,married,regularly,yes,3,school_bus,< 10,84,81,78,81
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,< 10,52,57,56,55
409,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,86,83,84,84.33333333
410,female,group D,master's degree,standard,completed,NotStated,regularly,yes,2,private,< 10,72,73,78,74.33333333
411,male,NotStated,some college,standard,completed,widowed,regularly,yes,4,school_bus,< 10,86,84,79,83
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,NotStated,71,66,60,65.66666667
414,female,group C,Others,free/reduced,NotStated,married,regularly,yes,3,school_bus,< 10,52,73,80,68.33333333
415,male,group E,high school,standard,none,single,regularly,no,3,private,< 10,86,74,70,76.66666667
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,68,72,66,68.66666667
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3,Others,< 5,71,71,65,69
418,male,group D,some college,standard,none,married,regularly,no,4,private,< 10,70,59,63,64
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,< 10,57,56,54,55.66666667
421,female,group D,high school,standard,completed,married,regularly,no,2,Others,< 5,56,57,64,59
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,47,59,68,58
423,female,group A,some high school,standard,completed,married,sometimes,yes,0,Others,< 5,57,83,78,72.66666667
424,male,NotStated,some college,free/reduced,none,married,NotStated,no,2,private,< 10,41,39,34,38
425,female,NotStated,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,60,65,60,61.66666667
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 10,88,84,88,86.66666667
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,< 10,71,72,66,69.66666667
428,male,group A,some high school,free/reduced,NotStated,single,sometimes,yes,1,private,NotStated,65,59,53,59
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,70,63,55,62.66666667
430,male,NotStated,associate's degree,free/reduced,none,married,sometimes,NotStated,1,private,< 5,62,65,57,61.33333333
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,NotStated,61,72,70,67.66666667
432,male,group C,high school,standard,none,single,never,yes,4,school_bus,< 5,57,54,52,54.33333333
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,NotStated,school_bus,< 5,45,58,49,50.66666667
434,male,group C,Others,standard,none,married,sometimes,no,1,Others,> 10,75,66,67,69.33333333
435,male,NotStated,some college,free/reduced,completed,married,sometimes,no,7,private,< 10,50,48,53,50.33333333
436,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,< 10,77,69,65,70.33333333
437,male,group D,Others,free/reduced,none,divorced,sometimes,yes,1,private,< 10,75,66,73,71.33333333
438,male,group C,high school,standard,NotStated,single,regularly,yes,0,school_bus,< 5,69,55,51,58.33333333
439,male,group D,some high school,standard,completed,married,sometimes,NotStated,0,school_bus,< 10,89,88,82,86.33333333
440,female,group C,Others,standard,completed,single,regularly,no,1,school_bus,< 10,69,82,80,77
441,female,group D,high school,standard,none,married,sometimes,yes,2,Others,NotStated,78,81,80,79.66666667
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 10,59,73,69,67
443,female,NotStated,associate's degree,standard,none,NotStated,sometimes,no,1,school_bus,< 5,70,81,74,75
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,< 10,79,82,73,78
